Gemeindeschlüsselnummer;Gemeindename;€/m²
92785248116;Ascha;5,13
92785248120;Falkenfels;5,4
92785248134;Haselbach (Landkreis Straubing-Bogen);5,3
92785248151;Mitterfels, M;5,77
92785249139;Hunderdorf;5,16
92785249154;Neukirchen (Landkreis Straubing-Bogen);5,53
92785249198;Windberg;5,27
92785250112;Aholfing;5,49
92785250117;Atting;5,43
92785250172;Perkam;5,33
92785250177;Rain;5,91
92785252149;Mariaposching;4,79
92785252159;Niederwinkling;5,72
92785252171;Perasdorf;4,87
92785252187;Schwarzach, M;5,62
92785256113;Aiterhofen;5,89
92785256182;Salching;6,34
92785257140;Irlbach;4,84
92785257192;Straßkirchen;5,74
92790112112;Dingolfing, St;6,68
92790113113;Eichendorf, M;5,13
92790115115;Frontenhausen, M;6,44
92790122122;Landau a.d.Isar, St;6,37
92790124124;Loiching;6,3
92790126126;Marklkofen;6,28
92790127127;Mengkofen;6,31
92790128128;Moosthenning;6,7
92790130130;Niederviehbach;6,57
92790132132;Pilsting, M;5,78
92790134134;Reisbach, M;5,94
92790135135;Simbach, M;5,53
92790137137;Wallersdorf, M;6,01
92795208116;Gottfrieding;6,78
92795208125;Mamming;5,9
93610000000;Amberg;6,36
93620000000;Regensburg;9,38
93630000000;Weiden i.d.OPf.;5,95
93710111111;Ammerthal;5,35
93710113113;Auerbach i.d.OPf., St;4,82
93710118118;Ebermannsdorf;4,98
93710119119;Edelsfeld;5,28
93710120120;Ensdorf (Landkreis Amberg-Sulzbach);4,67
93710121121;Freihung, M;5,51
93710122122;Freudenberg;4,95
93710127127;Hirschau, St;4,98
93710129129;Hohenburg, M;4,47
93710132132;Kastl, M;5,08
93710136136;Kümmersbruck;6,11
93710144144;Poppenricht;5,54
93710146146;Rieden, M;5,19
93710148148;Schmidmühlen, M;4,89
93710150150;Schnaittenbach, St;4,62
93710151151;Sulzbach-Rosenberg, St;5,53
93710154154;Ursensollen;6,35
93710156156;Vilseck, St;5,95
93715301123;Gebenbach;5,04
93715301126;Hahnbach, M;5,5
93715302128;Hirschbach;4,93
93715302135;Königstein, M;5,19
93715303140;Etzelwang;4,37
93715303141;Neukirchen b.Sulzbach-Rosenberg;5,09
93715303157;Weigendorf;5,28
93715304116;Birgland;4,96
93715304131;Illschwang;4,82
93720112112;Arnschwang;4,57
93720113113;Arrach;4,65
93720115115;Blaibach;4,67
93720116116;Cham, St;5,74
93720117117;Chamerau;4,8
93720124124;Eschlkam, M;3,76
93720126126;Furth im Wald, St;4,68
93720130130;Grafenwiesen;4,39
93720135135;Hohenwarth;4,07
93720137137;Bad Kötzting, St;5,37
93720138138;Lam, M;4,32
93720143143;Miltach;5,37
93720144144;Neukirchen b.Hl.Blut, M;4,16
93720146146;Pemfling;4,89
93720151151;Rimbach (Landkreis Cham);4,8
93720153153;Roding, St;6,38
93720154154;Rötz, St;5,1
93720155155;Runding;4,65
93720157157;Schönthal;4,39
93720158158;Schorndorf;5,14
93720164164;Traitsching;4,81
93720168168;Waffenbrunn;4,63
93720171171;Waldmünchen, St;4,94
93720175175;Willmering;5,89
93720177177;Zandt;5,28
93720178178;Lohberg;4,29
93725308163;Tiefenbach (Landkreis Cham);4,21
93725308165;Treffelstein;3,7
93725310147;Pösing;4,73
93725310161;Stamsried, M;4,8
93725312128;Gleißenberg;4,66
93725312174;Weiding (Landkreis Cham);4,55
93725313149;Reichenbach (Landkreis Cham);5,68
93725313170;Walderbach;5,16
93725317167;Zell;5,23
93725317169;Wald (Landkreis Cham);5,58
93725318125;Falkenstein, M;5,28
93725318142;Michelsneukirchen;4,73
93725318150;Rettenbach (Landkreis Cham);4,74
93730112112;Berching, St;6,47
93730113113;Berg b.Neumarkt i.d.OPf.;6,4
93730115115;Breitenbrunn, M;5,62
93730119119;Deining;6,63
93730121121;Dietfurt a.d.Altmühl, St;6,07
93730126126;Freystadt, St;6,51
93730134134;Hohenfels, M;6,13
93730140140;Lauterhofen, M;5,37
93730143143;Lupburg, M;6,28
93730146146;Mühlhausen (Landkreis Neumarkt i.d.OPf.);6,37
93730147147;Neumarkt i.d.OPf., GKSt;7,32
93730151151;Parsberg, St;6,61
93730155155;Postbauer-Heng, M;6,63
93730156156;Pyrbaum, M;6,1
93730160160;Seubersdorf i.d.OPf.;5,8
93730167167;Velburg, St;5,92
93735321114;Berngau;6,51
93735321153;Pilsach;7,76
93735321159;Sengenthal;8,9
93740111111;Altenstadt a.d.Waldnaab;5,22
93740118118;Eslarn, M;4,25
93740121121;Floß, M;4,6
93740122122;Flossenbürg;3,81
93740124124;Grafenwöhr, St;5,62
93740133133;Luhe-Wildenau, M;5,02
93740134134;Mantel, M;5,33
93740137137;Moosbach, M;4,58
93740139139;Neustadt a.d.Waldnaab, St;4,85
93740162162;Vohenstrauß, St;4,95
93740164164;Waidhaus, M;4,41
93740165165;Waldthurn, M;4,18
93740168168;Windischeschenbach, St;4,54
93745323128;Kirchendemenreuth;4,41
93745323144;Parkstein, M;5,32
93745323150;Püchersreuth;4,43
93745323158;Störnstein;5,01
93745323160;Theisseil;5,4
93745324148;Trabitz;5,04
93745324149;Pressath, St;5,88
93745324156;Schwarzenbach;5,4
93745325119;Etzenricht;5,54
93745325131;Kohlberg, M;4,74
93745325166;Weiherhammer;5,24
93745326129;Kirchenthumbach, M;4,53
93745326155;Schlammersdorf;5,79
93745326163;Vorbach;4,92
93745327117;Eschenbach i.d.OPf., St;5,81
93745327140;Neustadt am Kulm, St;4,26
93745327157;Speinshart;4,74
93745329127;Irchenrieth;4,86
93745329146;Pirk;5,48
93745329154;Schirmitz;5,73
93745329170;Bechtsrieth;4,82
93745330132;Leuchtenberg, M;4,49
93745330159;Tännesberg, M;3,98
93745331123;Georgenberg;4,34
93745331147;Pleystein, St;4,15
93750117117;Barbing;7,14
93750118118;Beratzhausen, M;5,97
93750119119;Bernhardswald;6,3
93750143143;Hagelstadt;6,05
93750148148;Hemau, St;6,07
93750161161;Köfering;7,16
93750165165;Lappersdorf, M;7,48
93750170170;Mintraching;6,6
93750174174;Neutraubling, St;7,36
93750175175;Nittendorf, M;7,01
93750179179;Obertraubling;7,79
93750180180;Pentling;8,64
93750181181;Pettendorf;6,61
93750183183;Pfatter;5,62
93750190190;Regenstauf, M;6,87
93750196196;Schierling, M;6,82
93750199199;Sinzing;7,68
93750204204;Tegernheim;7,66
93750205205;Thalmassing;6,53
93750208208;Wenzenbach;7,31
93750209209;Wiesent;6,11
93750213213;Zeitlarn;7,16
93755332131;Duggendorf;5,52
93755332153;Holzheim a.Forst;6,06
93755332156;Kallmünz, M;5,71
93755333122;Brunn (Landkreis Regensburg);5,73
93755333127;Deuerling;5,83
93755333162;Laaber, M;6,27
93755334184;Pielenhofen;6,46
93755334211;Wolfsegg;6,11
93755335114;Altenthann;5,53
93755335116;Bach a.d.Donau;6,11
93755335130;Donaustauf, M;7,1
93755336120;Brennberg;5,05
93755336210;Wörth a.d.Donau, St;6,45
93755337113;Alteglofsheim;6,39
93755337182;Pfakofen;5,98
93755338115;Aufhausen;5,62
93755338171;Mötzing;5,17
93755338191;Riekofen;4,99
93755338201;Sünching;5,79
93760116116;Bodenwöhr;5,25
93760117117;Bruck i.d.OPf., M;5,26
93760119119;Burglengenfeld, St;6,79
93760125125;Fensterbach;5,03
93760141141;Maxhütte-Haidhof, St;6,62
93760147147;Neunburg vorm Wald, St;5,37
93760149149;Nittenau, St;5,68
93760150150;Wernberg-Köblitz, M;5,18
93760151151;Oberviechtach, St;4,86
93760159159;Schmidgaden;5,26
93760161161;Schwandorf, GKSt;6,09
93760170170;Teublitz, St;6,22
93765339131;Gleiritsch;3,45
93765339148;Niedermurach;3,88
93765339171;Teunz;4,21
93765339178;Winklarn, M;4
93765341112;Altendorf (Landkreis Schwandorf);4,02
93765341133;Guteneck;5,06
93765341144;Nabburg, St;5,36
93765342162;Schwarzach b.Nabburg;4,7
93765342163;Schwarzenfeld, M;5,62
93765342169;Stulln;5,03
93765343153;Pfreimd, St;5,22
93765343173;Trausnitz;3,99
93765344160;Schönsee, St;4,26
93765344167;Stadlern;3,65
93765344176;Weiding (Landkreis Schwandorf);3,36
93765345122;Dieterskirchen;3,66
93765345146;Neukirchen-Balbini, M;4,54
93765345164;Schwarzhofen, M;4,5
93765345172;Thanstein;4,05
93765346168;Steinberg am See;5,59
93765346175;Wackersdorf;5,95
93770112112;Bärnau, St;4,05
93770116116;Erbendorf, St;4,6
93770118118;Friedenfels;3,59
93770119119;Fuchsmühl, M;3,6
93770127127;Immenreuth;5,21
93770131131;Konnersreuth, M;3,87
93770133133;Kulmain;4,54
93770139139;Mähring, M;3,19
93770142142;Bad Neualbenreuth, M;3,85
93770146146;Plößberg, M;4,02
93770154154;Tirschenreuth, St;4,77
93770157157;Waldershof, St;4,59
93770158158;Waldsassen, St;4,43
93775347137;Leonberg;3,71
93775347141;Mitterteich, St;4,56
93775347145;Pechbrunn;3,67
93775348128;Kastl (Landkreis Tirschenreuth);5,09
93775348129;Kemnath, St;5,43
93775349113;Brand;4,86
93775349115;Ebnath;3,77
93775349143;Neusorg;4,31
93775349148;Pullenreuth;4,09
93775350132;Krummennaab;4,17
93775350149;Reuth b.Erbendorf;3,91
93775351117;Falkenberg, M;4,07
93775351159;Wiesau, M;4,48
94610000000;Bamberg;7,66
94620000000;Bayreuth;7,11
94630000000;Coburg;6,38
94640000000;Hof;5,05
94710111111;Altendorf (Landkreis Bamberg);6,35
94710117117;Bischberg;6,06
94710119119;Breitengüßbach;6,04
94710123123;Buttenheim, M;5,99
94710131131;Frensdorf;5,6
94710137137;Gundelsheim;6,55
94710140140;Hallstadt, St;6,58
94710142142;Heiligenstadt i.OFr., M;5,48
94710145145;Hirschaid, M;6,73
94710150150;Kemmern;5,9
94710155155;Litzendorf;5,84
94710159159;Memmelsdorf;5,81
94710165165;Oberhaid (Landkreis Bamberg);5,42
94710169169;Pettstadt;5,54
94710172172;Pommersfelden;5,69
94710174174;Rattelsdorf, M;5,61
94710185185;Scheßlitz, St;5,25
94710191191;Stegaurach;6,4
94710195195;Strullendorf;6,03
94710207207;Viereth-Trunstadt;5,62
94710208208;Walsdorf;5,86
94710214214;Zapfendorf, M;5,77
94710220220;Schlüsselfeld, St;5,31
94715401115;Baunach, St;5,82
94715401133;Gerach (Landkreis Bamberg);4,64
94715401152;Lauter;5,17
94715401175;Reckendorf;4,87
94715403151;Königsfeld (Landkreis Bamberg);4,95
94715403189;Stadelhofen;5,34
94715403209;Wattendorf;3,83
94715407122;Burgwindheim, M;4,83
94715407128;Ebrach, M;5,06
94715408120;Burgebrach, M;5,82
94715408186;Schönbrunn i.Steigerwald;4,79
94715445154;Lisberg;5,18
94715445173;Priesendorf;5,52
94720111111;Ahorntal;5
94720116116;Bad Berneck i.Fichtelgebirge, St;5,08
94720119119;Bindlach;5,84
94720121121;Bischofsgrün;5,05
94720131131;Eckersdorf;5,69
94720138138;Fichtelberg;4,31
94720139139;Gefrees, St;4,85
94720143143;Goldkronach, St;5,13
94720150150;Heinersreuth;6,13
94720164164;Mehlmeisel;5,29
94720175175;Pegnitz, St;5,9
94720179179;Pottenstein, St;4,96
94720190190;Speichersdorf;5,13
94720197197;Waischenfeld, St;5,03
94720198198;Warmensteinach;5,34
94725412115;Aufseß;4,31
94725412154;Hollfeld, St;4,69
94725412176;Plankenfels;4,32
94725413141;Glashütten (Landkreis Bayreuth);5,01
94725413167;Mistelgau;5,31
94725414140;Gesees;5,6
94725414155;Hummeltal;5,75
94725414166;Mistelbach;5,59
94725415133;Emtmannsberg;5,44
94725415156;Kirchenpingarten;4,78
94725415188;Seybothenreuth;4,87
94725415199;Weidenberg, M;5,12
94725416127;Creußen, St;5,17
94725416146;Haag;5,08
94725416180;Prebitz;4,62
94725416184;Schnabelwaid, M;4,84
94725417118;Betzenstein, St;5
94725417177;Plech, M;4,64
94730112112;Ahorn (Landkreis Coburg);5,37
94730120120;Dörfles-Esbach;5,58
94730121121;Ebersdorf b.Coburg;5,26
94730132132;Großheirath;5,5
94730138138;Itzgrund;4,94
94730141141;Lautertal;5,93
94730144144;Meeder;5,56
94730151151;Neustadt b.Coburg, GKSt;5
94730158158;Bad Rodach, St;5,62
94730159159;Rödental, St;5,24
94730165165;Seßlach, St;4,92
94730166166;Sonnefeld;5,1
94730170170;Untersiemau;5,25
94730174174;Weidhausen b.Coburg;5,03
94730175175;Weitramsdorf;5,79
94735418134;Grub a.Forst;5,34
94735418153;Niederfüllbach;5,87
94740123123;Eggolsheim, M;6,31
94740124124;Egloffstein, M;5,5
94740126126;Forchheim, GKSt;6,99
94740129129;Gößweinstein, M;4,97
94740133133;Hallerndorf;5,64
94740134134;Hausen (Landkreis Forchheim);6,39
94740135135;Heroldsbach;7,2
94740140140;Igensdorf, M;6,18
94740146146;Langensendelbach;7,32
94740154154;Neunkirchen a.Brand, M;7,13
94740156156;Obertrubach;5,46
94740161161;Pretzfeld, M;5,52
94740176176;Wiesenttal, M;5,35
94745420121;Ebermannstadt, St;6,04
94745420168;Unterleinleiter;4,78
94745422145;Kunreuth;4,91
94745422158;Pinzberg;6,04
94745422175;Wiesenthau;5,41
94745423143;Kirchehrenbach;6,01
94745423147;Leutenbach (Landkreis Forchheim);5,38
94745423171;Weilersbach;5,61
94745425122;Effeltrich;6,76
94745425160;Poxdorf (Landkreis Forchheim);6,97
94745426119;Dormitz;7,42
94745426137;Hetzles;6,51
94745426144;Kleinsendelbach;6,47
94745427132;Gräfenberg, St;5,87
94745427138;Hiltpoltstein, M;5,31
94745427173;Weißenohe;6,13
94750112112;Bad Steben, M;5,31
94750113113;Berg (Landkreis Hof);4,12
94750120120;Döhlau;4,71
94750128128;Geroldsgrün;3,9
94750136136;Helmbrechts, St;4,45
94750141141;Köditz;5,06
94750142142;Konradsreuth;4,26
94750154154;Münchberg, St;4,55
94750156156;Naila, St;4,6
94750158158;Oberkotzau, M;4,72
94750161161;Regnitzlosau;4,31
94750162162;Rehau, St;4,32
94750168168;Schwarzenbach a.d.Saale, St;4,4
94750169169;Schwarzenbach a.Wald, St;4,05
94750171171;Selbitz, St;4,42
94750175175;Stammbach, M;4,93
94750189189;Zell im Fichtelgebirge, M;4,31
94755428137;Issigau;4,19
94755428146;Lichtenberg, St;4,31
94755430123;Feilitzsch;4,68
94755430127;Gattendorf;4,6
94755430181;Töpen;4,06
94755430182;Trogen;3,87
94755431145;Leupoldsgrün;4,27
94755431165;Schauenstein, St;4,03
94755432174;Sparneck, M;3,76
94755432184;Weißdorf;4,11
94760145145;Kronach, St;5,9
94760146146;Küps, M;5,37
94760152152;Ludwigsstadt, St;4,48
94760159159;Nordhalben, M;4,13
94760164164;Pressig, M;4,64
94760175175;Steinbach a.Wald;4,68
94760177177;Steinwiesen, M;4,48
94760178178;Stockheim (Landkreis Kronach);4,6
94760179179;Tettau, M;4,44
94760183183;Marktrodach, M;5,28
94760184184;Wallenfels, St;4,08
94760185185;Weißenbrunn;4,85
94760189189;Wilhelmsthal;4,25
94765433166;Reichenbach (Landkreis Kronach);4,29
94765433180;Teuschnitz, St;4,33
94765433182;Tschirn;4,16
94765434154;Mitwitz, M;4,94
94765434171;Schneckenlohe;4,18
94770121121;Himmelkron;5,43
94770128128;Kulmbach, GKSt;5,8
94770136136;Mainleus, M;5,11
94770139139;Marktschorgast, M;4,36
94770142142;Neudrossenfeld;5,45
94770143143;Neuenmarkt;4,93
94770148148;Presseck, M;4,22
94770157157;Thurnau, M;5,16
94770163163;Wirsberg, M;5,04
94775435151;Rugendorf;4,68
94775435156;Stadtsteinach, St;4,9
94775436117;Grafengehaig, M;3,98
94775436138;Marktleugast, M;4,48
94775437118;Guttenberg;4,38
94775437129;Kupferberg, St;4,34
94775437135;Ludwigschorgast, M;5,02
94775437159;Untersteinach;5,22
94775438124;Kasendorf, M;4,52
94775438164;Wonsees, M;4,26
94775439119;Harsdorf;4,56
94775439127;Ködnitz;5,27
94775439158;Trebgast;5,15
94780111111;Altenkunstadt;5,29
94780116116;Burgkunstadt, St;4,76
94780120120;Ebensfeld, M;5,63
94780139139;Lichtenfels, St;5,44
94780145145;Michelau i.OFr.;5,16
94780165165;Bad Staffelstein, St;6,37
94780176176;Weismain, St;5,01
94785441143;Marktgraitz, M;4,38
94785441155;Redwitz a.d.Rodach;5,27
94785446127;Hochstadt a.Main;4,54
94785446144;Marktzeuln, M;5,12
94790112112;Arzberg, St;4,11
94790129129;Kirchenlamitz, St;3,88
94790135135;Marktleuthen, St;3,57
94790136136;Marktredwitz, GKSt;4,93
94790145145;Röslau;3,84
94790150150;Schönwald, St;4,15
94790152152;Selb, GKSt;4,39
94790166166;Weißenstadt, St;4,82
94790169169;Wunsiedel, St;4,65
94795442126;Höchstädt i.Fichtelgebirge;4,04
94795442158;Thiersheim, M;3,94
94795442159;Thierstein, M;4,58
94795443127;Hohenberg a.d.Eger, St;4,02
94795443147;Schirnding, M;3,94
94795444111;Bad Alexandersbad;5,2
94795444138;Nagel;4,45
94795444161;Tröstau;4,44
95610000000;Ansbach;6,68
95620000000;Erlangen;9,2
95630000000;Fürth;7,71
95640000000;Nürnberg;8,21
95650000000;Schwabach;7,11
95710113113;Arberg, M;5,23
95710114114;Aurach;5,77
95710115115;Bechhofen, M;5,45
95710127127;Burgoberbach;6,29
95710130130;Colmberg, M;5,88
95710135135;Dietenhofen, M;5,63
95710136136;Dinkelsbühl, GKSt;6,53
95710139139;Dürrwangen, M;7,23
95710145145;Feuchtwangen, St;6,43
95710146146;Flachslanden, M;5,6
95710165165;Heilsbronn, St;6,27
95710166166;Herrieden, St;6,2
95710170170;Langfurth;5,19
95710171171;Lehrberg, M;5,71
95710174174;Leutershausen, St;5,51
95710175175;Lichtenau, M;5,73
95710177177;Merkendorf, St;6,15
95710180180;Neuendettelsau;6,7
95710183183;Oberdachstetten;5,23
95710190190;Petersaurach;5,72
95710193193;Rothenburg ob der Tauber, GKSt;6,11
95710196196;Sachsen b.Ansbach;6,44
95710199199;Schnelldorf;5,68
95710200200;Schopfloch, M;5,18
95710214214;Wassertrüdingen, St;5,85
95710226226;Windsbach, St;5,59
95715501111;Adelshofen (Landkreis Ansbach);4,71
95715501152;Gebsattel;5,2
95715501155;Geslau;5,27
95715501169;Insingen;4,98
95715501181;Neusitz;5,92
95715501188;Ohrenbach;5,46
95715501205;Steinsfeld;4,78
95715501225;Windelsbach;5,18
95715502125;Buch a.Wald;5,04
95715502134;Diebach;5,11
95715502137;Dombühl, M;5,74
95715502198;Schillingsfürst, St;5,34
95715502222;Wettringen (Landkreis Ansbach);4,65
95715502228;Wörnitz;5,46
95715504122;Bruckberg (Landkreis Ansbach);5,57
95715504194;Rügland;5,24
95715504217;Weihenzell;5,62
95715506189;Ornbau, St;5,28
95715506216;Weidenbach, M;7
95715507128;Burk;4,92
95715507132;Dentlein a.Forst, M;4,96
95715507223;Wieseth;4,77
95715508179;Mönchsroth;5,55
95715508218;Weiltingen, M;4,79
95715508224;Wilburgstetten;5,58
95715509141;Ehingen (Landkreis Ansbach);5,18
95715509154;Gerolfingen;4,4
95715509192;Röckingen;4,78
95715509208;Unterschwaningen;4,21
95715509227;Wittelshofen;4,71
95715538178;Mitteleschenbach;5,29
95715538229;Wolframs-Eschenbach, St;5,93
95720111111;Adelsdorf;6,65
95720115115;Baiersdorf, St;8,15
95720119119;Bubenreuth;8,79
95720121121;Eckental, M;7,13
95720130130;Hemhofen;7,04
95720131131;Heroldsberg, M;7,8
95720132132;Herzogenaurach, St;8,13
95720135135;Höchstadt a.d.Aisch, St;6,71
95720137137;Kalchreuth;7,42
95720142142;Möhrendorf;8,49
95720149149;Röttenbach (Landkreis Erlangen-Höchstadt);6,98
95720160160;Wachenroth, M;5,33
95720164164;Weisendorf, M;7,13
95725510126;Gremsdorf;6,13
95725510139;Lonnerstadt, M;5,82
95725510143;Mühlhausen, M;5,34
95725510159;Vestenbergsgreuth, M;4,94
95725512114;Aurachtal;7,39
95725512147;Oberreichenbach (Landkreis Erlangen-Höchstadt);7,03
95725514120;Buckenhof;8,72
95725514141;Marloffstein;8,5
95725514154;Spardorf;8,76
95725514158;Uttenreuth;8,27
95725539127;Großenseebach;7,43
95725539133;Heßdorf;7,16
95730111111;Ammerndorf, M;6,41
95730114114;Cadolzburg, M;6,84
95730115115;Großhabersdorf;6,08
95730120120;Langenzenn, St;6,54
95730122122;Oberasbach, St;7,46
95730124124;Puschendorf;6,63
95730125125;Roßtal, M;6,54
95730127127;Stein, St;7,48
95730133133;Wilhermsdorf, M;6,45
95730134134;Zirndorf, St;7,24
95735517126;Seukendorf;7,32
95735517130;Veitsbronn;6,5
95735540123;Obermichelbach;7,45
95735540129;Tuchenbach;7,37
95740112112;Altdorf b.Nürnberg, St;7,02
95740117117;Burgthann;6,73
95740123123;Feucht, M;6,97
95740132132;Hersbruck, St;6,64
95740135135;Kirchensittenbach;6,05
95740138138;Lauf a.d.Pegnitz, St;7,28
95740139139;Leinburg;6,61
95740140140;Neuhaus a.d.Pegnitz, M;4,83
95740141141;Neunkirchen a.Sand;6,58
95740146146;Ottensoos;6,34
95740147147;Pommelsbrunn;6,12
95740150150;Reichenschwand;6,33
95740152152;Röthenbach a.d.Pegnitz, St;6,71
95740154154;Rückersdorf (Landkreis Nürnberger Land);7,75
95740155155;Schnaittach, M;6,43
95740156156;Schwaig b.Nürnberg;7,53
95740157157;Schwarzenbruck;7,31
95740158158;Simmelsdorf;5,8
95740164164;Winkelhaid;6,55
95745527129;Hartenstein;4,7
95745527160;Velden, St;5,07
95745527161;Vorra;4,99
95745528111;Alfeld;5,37
95745528128;Happurg;5,72
95745529120;Engelthal;5,95
95745529131;Henfenfeld;6,12
95745529145;Offenhausen;4,98
95750112112;Bad Windsheim, St;5,74
95750116116;Burghaslach, M;5,77
95750119119;Dietersheim;5,36
95750121121;Emskirchen, M;5,7
95750135135;Ipsheim, M;5,27
95750145145;Markt Erlbach, M;5,67
95750153153;Neustadt a.d.Aisch, St;5,97
95750156156;Obernzenn, M;5,11
95755518138;Langenfeld (LK Neustadt a.d.Aisch-Bad Windsheim);4,8
95755518144;Markt Bibart, M;5,04
95755518147;Markt Taschendorf, M;4,61
95755518157;Oberscheinfeld, M;4,97
95755518161;Scheinfeld, St;5,32
95755518165;Sugenheim, M;4,65
95755519122;Ergersheim;5,19
