Gemeindeschlüsselnummer;Gemeindename;Personenanzahl
66350018018;Twistetal;2,3
66360002002;Berkatal;2,3
66360010010;Ringgau;2,3
71315001015;Dankerath;2,3
71315001018;Dorsel;2,3
71315001032;Honerath;2,3
71315001051;Müllenbach (Landkreis Ahrweiler);2,3
71315001079;Trierscheid;2,3
71315002003;Altenahr;2,3
71315002036;Kalenborn (Landkreis Ahrweiler);2,3
71315003025;Gönnersdorf (Landkreis Ahrweiler);2,3
71315004041;Königsfeld (Landkreis Ahrweiler);2,3
71315004201;Brenk;2,3
71315004208;Spessart;2,3
71315004502;Kempenich;2,3
71325003019;Derschen;2,3
71325003079;Nisterberg;2,3
71325006014;Bruchertseifen;2,3
71325006038;Fürthen;2,3
71325006044;Hamm (Sieg);2,3
71325006091;Pracht;2,3
71325006096;Roth (Landkreis Altenkirchen (Westerwald));2,3
71325007037;Friesenhagen;2,3
71325007045;Harbach;2,3
71325009020;Dickendorf;2,3
71325009025;Elkenroth;2,3
71325009071;Molzhain;2,3
71325009073;Nauroth;2,3
71325009095;Rosenheim (Landkreis Altenkirchen);2,3
71325009098;Scheuerfeld;2,3
71325009107;Steinebach/ Sieg;2,3
71325009111;Wallmenroth;2,3
71325010035;Forstmehren;2,3
71325010040;Gieleroth;2,3
71325010048;Helmeroth;2,3
71325010065;Krunkel;2,3
71325010070;Michelbach (Westerwald);2,3
71325010081;Obererbach (Westerwald);2,3
71325010086;Oberwambach;2,3
71325010090;Pleckhausen;2,3
71325010100;Schürdt;2,3
71325010112;Walterschen;2,3
71325010114;Werkhausen;2,3
71325010118;Wölmersen;2,3
71335001012;Biebelsheim;2,3
71335001032;Fürfeld;2,3
71335001037;Hackenheim;2,3
71335001039;Hallgarten;2,3
71335001045;Hochstätten;2,3
71335001078;Pfaffen-Schwabenheim;2,3
71335001104;Tiefenthal (Landkreis Bad Kreuznach);2,3
71335006004;Argenschwang;2,3
71335006013;Bockenau;2,3
71335006014;Boos (Landkreis Bad Kreuznach);2,3
71335006036;Gutenberg;2,3
71335006048;Hüffelsheim;2,3
71335006071;Norheim;2,3
71335006089;Schloßböckelheim;2,3
71335006101;Sponheim;2,3
71335006105;Traisen;2,3
71335006112;Weinsheim (Landkreis Bad Kreuznach);2,3
71335006115;Winterbach (Landkreis Bad Kreuznach);2,3
71335009008;Bärenbach;2,3
71335009016;Brauweiler;2,3
71335009113;Weitersborn;2,3
71335009204;Schneppenbach;2,3
71335010011;Becherbach;2,3
71335010049;Hundsbach;2,3
71335010053;Kirschroth;2,3
71335010064;Meddersheim;2,3
71335010067;Monzingen;2,3
71335010081;Raumbach;2,3
71335010084;Reiffelbach;2,3
71335010094;Seesbach;2,3
71335011026;Dorsheim;2,3
71335011035;Guldental;2,3
71335011095;Seibersbach;2,3
71335011108;Waldlaubersheim;2,3
71335011110;Warmsroth;2,3
71335011114;Windesheim;2,3
71345001007;Berglangenbach;2,3
71345001021;Eckersweiler;2,3
71345001026;Fohren-Linden;2,3
71345001074;Rückweiler;2,3
71345002002;Achtelsbach;2,3
71345002015;Brücken;2,3
71345002057;Niederbrombach;2,3
71345005006;Bergen;2,3
71345005032;Griebelschied;2,3
71345005049;Krummenau;2,3
71345005059;Niederhosenbach;2,3
71345005065;Oberkirn;2,3
71345005066;Oberreidenbach;2,3
71345005077;Schmidthachenbach;2,3
71345005082;Sien;2,3
71345005502;Langweiler;2,3
71355001036;Greimersburg;2,3
71355001086;Valwig;2,3
71355002009;Binningen;2,3
71355002023;Düngenheim;2,3
71355002040;Hauroth;2,3
71355002051;Landkern;2,3
71355002062;Möntenich;2,3
71355003005;Auderath;2,3
71355003083;Ulmen, Stadt;2,3
71355003091;Wollmerath;2,3
71355005010;Blankenrath;2,3
71355005070;Panzweiler;2,3
71355005071;Peterswald-Löffelscheid;2,3
71355005077;Schauren (Landkreis Cochem-Zell);2,3
71355005081;Tellig;2,3
71375001056;Kretz;2,3
71375001057;Kruft;2,3
71375002041;Kalt;2,3
71375002048;Kerben;2,3
71375002053;Kollig;2,3
71375002065;Lonnig;2,3
71375002070;Mertloch;2,3
71375002089;Polch, Stadt;2,3
71375002501;Münstermaifeld, Stadt;2,3
71375003019;Ditscheid;2,3
71375003043;Kehrig;2,3
71375003063;Lind (Landkreis Mayen-Koblenz);2,3
71375003077;Münk;2,3
71375003079;Nachtsheim;2,3
71375008228;Weißenthurm, Stadt;2,3
71385001080;Buchholz (Westerwald);2,3
71385003012;Dierdorf, Stadt;2,3
71385003034;Kleinmaischeid;2,3
71385003069;Stebach;2,3
71385003201;Marienhausen;2,3
71385005040;Linkenbach;2,3
71385005064;Rodenbach bei Puderbach;2,3
71385007008;Bruchhausen;2,3
71385009005;Bonefeld;2,3
71385009026;Hardert;2,3
71385009030;Hümmerich;2,3
71385009047;Niederbreitbach;2,3
71405003018;Braunshorn;2,3
71405003055;Hollnich;2,3
71405003095;Michelbach;2,3
71405003131;Roth (Landkreis Rhein-Hunsrück-Kreis);2,3
71405003502;Lahr;2,3
71405004007;Belg;2,3
71405004024;Büchenbeuren;2,3
71405004044;Hahn;2,3
71405004049;Heinzenbach;2,3
71405004053;Hirschfeld (Hunsrück);2,3
71405004071;Kludenbach;2,3
71405004082;Lautzenhausen;2,3
71405004086;Lindenschied;2,3
71405004105;Nieder Kostenz;2,3
71405004135;Schlierschied;2,3
71405004165;Würrich;2,3
71405008008;Belgweiler;2,3
71405008035;Ellern (Hunsrück);2,3
71405008076;Külz (Hunsrück);2,3
71405008096;Mörschbach;2,3
71405008099;Mutterschied;2,3
71405008113;Ohlweiler;2,3
71405008115;Oppertshausen;2,3
71405008118;Pleizenhausen;2,3
71405008126;Riegenroth;2,3
71405008134;Sargenroth;2,3
71405008166;Wüschheim;2,3
71405009005;Badenhard;2,3
71405009031;Dörth;2,3
71405009043;Gondershausen;2,3
71405009045;Halsenbach;2,3
71405009047;Hausbay;2,3
71405009108;Niedert;2,3
71405009110;Norath;2,3
71405009140;Schwall;2,3
71405009161;Wiebelsheim;2,3
71415003005;Aull;2,3
71415003038;Eppenrod;2,3
71415003045;Geilnau;2,3
71415003061;Holzheim (Landkreis Rhein-Lahn-Kreis);2,3
71415003076;Langenscheid;2,3
71415003133;Wasenbach;2,3
71415007019;Buch (Landkreis Rhein-Lahn-Kreis);2,3
71415007063;Hunzel;2,3
71415007067;Kasdorf;2,3
71415007078;Lautert;2,3
71415007084;Marienfels;2,3
71415007107;Oelsberg;2,3
71415007120;Ruppertshofen (Landkreis Rhein-Lahn-Kreis);2,3
71415007131;Strüth;2,3
71415007137;Welterod;2,3
71415009004;Auel;2,3
71415009023;Dachsenhausen;2,3
71415009099;Nochern;2,3
71415010003;Attenhausen;2,3
71415010026;Dessighofen;2,3
71415010128;Seelbach;2,3
71415010141;Zimmerschied;2,3
71415011018;Bremberg;2,3
71415011039;Ergeshausen;2,3
71415011074;Kördorf;2,3
71415011089;Mudershausen;2,3
71415011095;Niederneisen;2,3
71415011101;Oberfischbach;2,3
71415011125;Schiesheim;2,3
71435001222;Fehl-Ritzhausen;2,3
71435001227;Großseifen;2,3
71435001231;Hahn bei Marienberg;2,3
71435001234;Hardt (Landkreis Westerwaldkreis);2,3
71435001243;Hof (Landkreis Westerwaldkreis);2,3
71435001264;Mörlen;2,3
71435001270;Neunkhausen;2,3
71435001277;Nisterau;2,3
71435002223;Gehlert;2,3
71435002257;Limbach (Landkreis Westerwaldkreis);2,3
71435002267;Mudenbach;2,3
71435002268;Mündersbach;2,3
71435002287;Roßbach (Landkreis Westerwaldkreis);2,3
71435002296;Stein-Wingert;2,3
71435002313;Winkelbach;2,3
71435003030;Hilgert;2,3
71435004005;Boden;2,3
71435004020;Gackenbach;2,3
71435004021;Girod;2,3
71435004026;Heilberscheid;2,3
71435004034;Horbach (Landkreis Westerwaldkreis);2,3
71435004036;Hübingen;2,3
71435004054;Niedererbach;2,3
71435004057;Oberelbert;2,3
71435005001;Alsbach;2,3
71435005007;Caan;2,3
71435005038;Hundsdorf;2,3
71435005062;Ransbach-Baumbach, Stadt;2,3
71435005068;Sessenbach;2,3
71435005082;Wirscheid;2,3
71435005084;Wittgert;2,3
71435006237;Hellenhahn-Schellenberg;2,3
71435006272;Neustadt/ Westerwald;2,3
71435006274;Niederroßbach;2,3
71435006286;Rennerod, Stadt;2,3
71435006292;Seck;2,3
71435006295;Stein-Neukirch;2,3
71435006303;Waldmühlen;2,3
71435006309;Westernohe;2,3
71435006311;Willingen;2,3
71435007019;Freirachdorf;2,3
71435007022;Goddert;2,3
71435007045;Maroth;2,3
71435007221;Ewighausen;2,3
71435008011;Dreikirchen;2,3
71435008210;Bilkheim;2,3
71435008263;Meudt;2,3
71435008266;Molsberg;2,3
71435008273;Niederahr;2,3
71435008281;Oberahr;2,3
71435008304;Wallmerod;2,3
71435008502;Mähren;2,3
71435009207;Bellingen;2,3
71435009209;Berzhahn;2,3
71435009213;Brandscheid (Landkreis Westerwaldkreis);2,3
71435009224;Gemünden (Landkreis Westerwaldkreis);2,3
71435009233;Halbs;2,3
71435009242;Höhn;2,3
71435009249;Kölbingen;2,3
71435009254;Langenhahn;2,3
71435009288;Rotenhain;2,3
71435009289;Rothenbach;2,3
71435009298;Stockum-Püschen;2,3
71435010003;Bannberscheid;2,3
71435010012;Ebernhahn;2,3
71435010047;Mogendorf;2,3
71435010049;Moschheim;2,3
71435010060;Ötzingen;2,3
71435010070;Siershahn;2,3
71435010073;Staudt;2,3
72315001071;Kommen;2,3
72315001092;Neumagen-Dhron;2,3
72315006093;Neunkirchen (Landkreis Bernkastel-Wittlich);2,3
72315006115;Schönberg (Landkreis Bernkastel-Wittlich);2,3
72315006203;Büdlich;2,3
72315006204;Heidenburg;2,3
72315008001;Altrich;2,3
72315008003;Arenrath;2,3
72315008010;Binsfeld;2,3
72315008021;Dierfeld;2,3
72315008024;Dreis;2,3
72315008025;Eckfeld;2,3
72315008036;Gipperath;2,3
72315008053;Hetzerath;2,3
72315008062;Hupperath;2,3
72315008082;Meerfeld;2,3
72315008107;Platten;2,3
72315008111;Rivenich;2,3
72315008114;Schladt;2,3
72315008117;Sehlem (Landkreis Bernkastel-Wittlich);2,3
72315009120;Starkenburg;2,3
72315009206;Lötzbeuren;2,3
72325001229;Großkampenberg;2,3
72325001260;Lichtenborn;2,3
72325001264;Manderscheid;2,3
72325001270;Merlscheid;2,3
72325001285;Oberpierscheid;2,3
72325001293;Plütscheid;2,3
72325001333;Üttfeld;2,3
72325005002;Alsdorf;2,3
72325005003;Altscheid;2,3
72325005025;Dauwelshausen;2,3
72325005064;Karlshausen;2,3
72325005068;Koxhausen;2,3
72325005073;Leimbach (Landkreis Eifelkreis Bitburg-Prüm);2,3
72325005085;Nasingen;2,3
72325005095;Nusbaum;2,3
72325005103;Peffingen;2,3
72325005110;Rodershausen;2,3
72325005121;Sevenig bei Neuerburg;2,3
72325005132;Weidingen;2,3
72325005225;Gilzem;2,3
72325006202;Auw bei Prüm;2,3
72325006226;Weinsheim (Landkreis Eifelkreis Bitburg-Prüm);2,3
72325006231;Habscheid;2,3
72325006279;Nimshuscheid;2,3
72325006318;Wallersheim;2,3
72325007055;Hosten;2,3
72325008030;Ehlenz;2,3
72325008034;Eßlingen;2,3
72325008060;Idenheim;2,3
72325008061;Idesheim;2,3
72325008081;Metterich;2,3
72325008086;Nattenheim;2,3
72325008097;Oberstedem;2,3
72325008100;Olsdorf;2,3
72325008129;Usch;2,3
72325008210;Burbach;2,3
72325008501;Wißmannsdorf;2,3
72335001014;Darscheid;2,3
72335001052;Niederstadtfeld;2,3
72335001068;Steiningen;2,3
72335001075;Üdersdorf;2,3
72335004010;Boxberg;2,3
72335004206;Bongard;2,3
72335004213;Gunderath;2,3
72335004221;Kötterichen;2,3
72335004225;Mannebach (Landkreis Vulkaneifel);2,3
72335006083;Wiesbaum;2,3
72355001005;Bescheid;2,3
72355001008;Beuren (Hochwald);2,3
72355001036;Gusenburg;2,3
72355001092;Naurath (Wald);2,3
72355003148;Wiltingen;2,3
72355004021;Farschweiler;2,3
72355004037;Gusterath;2,3
72355004046;Hinzenburg;2,3
72355004050;Holzerath;2,3
72355004080;Lorscheid;2,3
72355004103;Osburg;2,3
72355004107;Pluwig;2,3
72355004116;Riveris;2,3
72355004124;Schöndorf (Landkreis Trier-Saarburg);2,3
72355006015;Detzem;2,3
72355007027;Franzenheim;2,3
72355008002;Ayl;2,3
72355008003;Baldringen;2,3
72355008025;Fisch;2,3
72355008028;Freudenburg;2,3
72355008040;Heddert;2,3
72355008043;Hentern;2,3
72355008057;Kastel-Staadt;2,3
72355008081;Mandern;2,3
72355008119;Schillingen;2,3
72355008126;Serrig;2,3
72355008149;Wincheringen;2,3
72355008152;Zerf;2,3
72355008154;Merzkirchen;2,3
73315001001;Albig;2,3
73315001005;Bechenheim;2,3
73315001007;Bechtolsheim;2,3
73315001021;Erbes-Büdesheim;2,3
73315001025;Flonheim;2,3
73315001031;Gau-Heppenheim;2,3
73315001032;Gau-Odernheim;2,3
73315001044;Mauchenheim;2,3
73315002002;Alsheim;2,3
73315002018;Eich;2,3
73315002034;Gimbsheim;2,3
73315003047;Mörstadt;2,3
73315003066;Wachenheim;2,3
73315005017;Eckelsheim;2,3
73315005030;Gau-Bickelheim;2,3
73315005062;Stein-Bockenheim;2,3
73315006004;Armsheim;2,3
73315006033;Gau-Weinheim;2,3
73315006061;Spiesheim;2,3
73315006063;Sulzheim (Landkreis Alzey-Worms);2,3
73315006064;Udenheim;2,3
73315006068;Wallertheim;2,3
73315007006;Bechtheim;2,3
73315007037;Gundheim;2,3
73315007071;Westhofen;2,3
73325001017;Forst an der Weinstraße;2,3
73325002008;Dackenheim;2,3
73325002015;Erpolzheim;2,3
73325006020;Friedelsheim;2,3
73325006022;Gönnheim;2,3
73325007004;Bissersheim;2,3
73325007012;Ebertsheim;2,3
73325007021;Gerolsheim;2,3
73325007029;Kindenheim;2,3
73325007031;Kleinkarlbach;2,3
73325007033;Laumersheim;2,3
73325007041;Obrigheim (Pfalz);2,3
73325007042;Quirnheim;2,3
73335002038;Kerzenheim;2,3
73335002060;Ramsen;2,3
73335003006;Biedesheim;2,3
73335003012;Bubenheim (Landkreis Donnersbergkreis);2,3
73335003018;Einselthum;2,3
73335003041;Lautersheim;2,3
73335004007;Bischheim;2,3
73335004010;Bolanden;2,3
73335004031;Ilbesheim;2,3
73335004040;Kriegsfeld;2,3
73335004076;Stetten (Landkreis Donnersbergkreis);2,3
73335006027;Gonbach;2,3
73335006042;Lohnsfeld;2,3
73335006071;Sippersfeld;2,3
73335006075;Steinbach am Donnersberg;2,3
73335006080;Wartenberg-Rohrbach;2,3
73335007008;Bisterschied;2,3
73335007021;Finkenbach-Gersweiler;2,3
73335007025;Gerbach;2,3
73335007028;Gundersweiler;2,3
73335007034;Imsweiler;2,3
73335007050;Niederhausen an der Appel;2,3
73335007051;Niedermoschel;2,3
73335007066;Sankt Alban;2,3
73335007073;Stahlberg;2,3
73335007077;Teschenmoschel;2,3
73335007079;Waldgrehweiler;2,3
73345001023;Ottersheim bei Landau;2,3
73345001036;Zeiskam;2,3
73345004005;Freckenfeld;2,3
73345004020;Minfeld;2,3
73345004031;Vollmersweiler;2,3
73345004034;Winden (Landkreis Germersheim);2,3
73345005017;Lingenfeld;2,3
73345005033;Westheim (Pfalz);2,3
73355001203;Martinshöhe;2,3
73355009501;Reichenbach-Steegen;2,3
73355010017;Katzweiler;2,3
73355011002;Bann;2,3
73355011012;Hauptstuhl;2,3
73355011027;Mittelbrunn;2,3
73355011031;Oberarnbach;2,3
73365008045;Hoppstädten;2,3
73365009016;Dittweiler;2,3
73365009027;Frohnhofen;2,3
73365009041;Herschweiler-Pettersheim;2,3
73365009047;Hüffler;2,3
73365009056;Langenbach;2,3
73365009064;Nanzdietschweiler;2,3
73365009082;Rehweiler;2,3
73365009101;Wahnwegen;2,3
73365010022;Erdesbach;2,3
73365010066;Neunkirchen am Potzberg;2,3
73365010071;Oberstaufenbach;2,3
73365010098;Theisbergstegen;2,3
73375001033;Gossersweiler-Stein;2,3
73375001080;Waldhambach;2,3
73375002008;Birkenhördt;2,3
73375002045;Kapellen-Drusweiler;2,3
73375002046;Kapsweyer;2,3
73375002055;Niederhorbach;2,3
73375002062;Pleisweiler-Oberhofen;2,3
73375003021;Edesheim;2,3
73375003027;Freimersheim (Pfalz);2,3
73375003035;Großfischlingen;2,3
73375003036;Hainfeld;2,3
73375003048;Kleinfischlingen;2,3
73375003069;Roschbach;2,3
73375003077;Venningen;2,3
73375004044;Insheim;2,3
73375005031;Göcklingen;2,3
73375005043;Impflingen;2,3
73375005065;Ranschbach;2,3
73375006047;Kirrweiler (Pfalz);2,3
73375007014;Bornheim (Landkreis Südliche Weinstraße);2,3
73375007023;Essingen (Landkreis Südliche Weinstraße);2,3
73385001022;Rödersheim-Gronau;2,3
73385004018;Maxdorf;2,3
73385006009;Großniedesheim;2,3
73385006012;Heßheim;2,3
73385006013;Heuchelheim bei Frankenthal;2,3
73385006016;Lambsheim;2,3
73385007007;Dudenhofen;2,3
73385007011;Harthausen;2,3
73385007023;Römerberg;2,3
73395001007;Breitscheid (Landkreis Mainz-Bingen);2,3
73395002020;Gau-Bischofsheim;2,3
73395002026;Harxheim;2,3
73395003046;Ober-Hilbersheim;2,3
73395003048;Ockenheim;2,3
73395006031;Jugenheim in Rheinhessen;2,3
73395006032;Klein-Winternheim;2,3
73395006054;Sörgenloch;2,3
73395007015;Eimsheim;2,3
73395007024;Guntersblum;2,3
73395007035;Ludwigshöhe;2,3
73395007053;Selzen;2,3
73395007059;Uelversheim;2,3
73395007060;Undenheim;2,3
73395007201;Dorn-Dürkheim;2,3
73395008021;Gensingen;2,3
73395008022;Grolsheim;2,3
73395008065;Welgesheim;2,3
73395008202;Wolfsheim;2,3
73405001501;Bruchweiler-Bärenbach;2,3
73405001502;Bundenthal;2,3
73405003205;Bottenbach;2,3
73405006044;Schmalenberg;2,3
73405008207;Dellfeld;2,3
73405008223;Rosenkopf;2,3
73405008227;Wiesbach;2,3
73405009035;Nünschweiler;2,3
73405009215;Knopp-Labach;2,3
81150041041;Renningen, Stadt;2,3
81150042042;Rutesheim, Stadt;2,3
81150051051;Weil im Schönbuch;2,3
81150052052;Weissach;2,3
81155001001;Aidlingen;2,3
81155002013;Ehningen;2,3
81155002015;Gärtringen;2,3
81155003021;Herrenberg, Stadt;2,3
81155003037;Nufringen;2,3
81155004002;Altdorf (Landkreis Böblingen);2,3
81155004022;Hildrizhausen;2,3
81155004024;Holzgerlingen, Stadt;2,3
81155006046;Steinenbronn;2,3
81165001016;Dettingen unter Teck;2,3
81165002018;Erkenbrechtsweiler;2,3
81165002054;Owen, Stadt;2,3
81165002079;Lenningen;2,3
81165003006;Altenriet;2,3
81165003041;Neckartailfingen;2,3
81165003063;Schlaitdorf;2,3
81165005020;Frickenhausen;2,3
81165007037;Lichtenwald;2,3
81165008012;Bissingen an der Teck;2,3
81165008029;Holzmaden;2,3
81165008043;Neidlingen;2,3
81165008053;Ohmden;2,3
81175002044;Schlierbach;2,3
81175003037;Ottenbach;2,3
81175005053;Wäschenbeuren;2,3
81175007028;Gruibingen;2,3
81175007035;Mühlhausen im Täle;2,3
81175008011;Börtlingen;2,3
81175009002;Aichelberg;2,3
81175009017;Dürnau (Landkreis Göppingen);2,3
81175009023;Gammelshausen;2,3
81175009029;Hattenhofen (Landkreis Göppingen);2,3
81175010051;Uhingen, Stadt;2,3
81180081081;Remseck am Neckar, Stadt;2,3
81185001016;Freudental;2,3
81185001018;Gemmrigheim;2,3
81185001053;Mundelsheim;2,3
81185003010;Bönnigheim, Stadt;2,3
81185003015;Erligheim;2,3
81185005001;Affalterbach;2,3
81185005014;Erdmannhausen;2,3
81185007070;Steinheim an der Murr, Stadt;2,3
81185008012;Eberdingen;2,3
81185008059;Oberriexingen, Stadt;2,3
81185008068;Sersheim;2,3
81185008073;Vaihingen an der Enz, Stadt;2,3
81190061061;Rudersberg;2,3
81190089089;Berglen;2,3
81195001003;Allmersbach im Tal;2,3
81195001004;Althütte;2,3
81195001006;Auenwald;2,3
81195001008;Backnang, Stadt;2,3
81195001018;Burgstetten;2,3
81195001038;Kirchberg an der Murr;2,3
81195001053;Oppenweiler;2,3
81195001087;Aspach (Landkreis Rems-Murr-Kreis);2,3
81195002076;Urbach (Landkreis Rems-Murr-Kreis);2,3
81195004069;Spiegelberg;2,3
81195004075;Sulzbach an der Murr;2,3
81250039039;Gundelsheim, Stadt;2,3
81250068068;Neudenau, Stadt;2,3
81255001078;Oedheim;2,3
81255001079;Offenau;2,3
81255002087;Siegelsbach;2,3
81255003013;Brackenheim, Stadt;2,3
81255006066;Neckarwestheim;2,3
81255006074;Nordheim;2,3
81255007063;Möckmühl, Stadt;2,3
81255009069;Neuenstadt am Kocher, Stadt;2,3
81255010038;Güglingen, Stadt;2,3
81255012001;Abstatt;2,3
81255012046;Ilsfeld;2,3
81255014024;Ellhofen;2,3
81260011011;Bretzfeld;2,3
81260072072;Schöntal;2,3
81265001047;Kupferzell;2,3
81265002020;Dörzbach;2,3
81265003039;Ingelfingen, Stadt;2,3
81270052052;Mainhardt;2,3
81270075075;Schrozberg, Stadt;2,3
81275001009;Braunsbach;2,3
81275001086;Untermünkheim;2,3
81275002104;Stimpfach;2,3
81275004032;Gerabronn, Stadt;2,3
81275005089;Vellberg, Stadt;2,3
81275006062;Oberrot;2,3
81275006079;Sulzbach-Laufen;2,3
81275007012;Bühlertann;2,3
81275007063;Obersontheim;2,3
81280020020;Creglingen, Stadt;2,3
81280039039;Freudenberg, Stadt (Landkreis Main-Tauber-Kreis);2,3
81280064064;Külsheim, Stadt;2,3
81280082082;Niederstetten, Stadt;2,3
81285002138;Ahorn (Landkreis Main-Tauber-Kreis);2,3
81285003047;Grünsfeld, Stadt;2,3
81285003137;Wittighausen;2,3
81285004045;Großrinderfeld;2,3
81350015015;Gerstetten;2,3
81350020020;Herbrechtingen, Stadt;2,3
81355001016;Giengen an der Brenz, Stadt;2,3
81355001021;Hermaringen;2,3
81355003027;Niederstotzingen, Stadt;2,3
81355003031;Sontheim an der Brenz;2,3
81365001033;Hüttlingen;2,3
81365002010;Bopfingen, Stadt;2,3
81365002087;Riesbürg;2,3
81365004038;Lauchheim, Stadt;2,3
81365005034;Iggingen;2,3
81365005062;Schechingen;2,3
81365006029;Heuchlingen;2,3
81365006043;Mögglingen;2,3
81365008015;Durlangen;2,3
81365008044;Mutlangen;2,3
81365008066;Spraitbach;2,3
82150064064;Östringen, Stadt;2,3
82150084084;Ubstadt-Weiher;2,3
82150097097;Kraichtal, Stadt;2,3
82150106106;Waghäusel, Stadt;2,3
82155001039;Kronau;2,3
82155002007;Bretten, Stadt;2,3
82155003029;Hambrücken;2,3
82155003103;Karlsdorf-Neuthard;2,3
82155004099;Graben-Neudorf;2,3
82155004111;Dettenheim;2,3
82155005040;Kürnbach;2,3
82155007082;Sulzfeld (Landkreis Karlsruhe);2,3
82155007094;Zaisenhausen;2,3
82165003002;Au am Rhein;2,3
82165003005;Bietigheim;2,3
82250014014;Buchen (Odenwald), Stadt;2,3
82255001039;Höpfingen;2,3
82255002033;Haßmersheim;2,3
82255003002;Aglasterhausen;2,3
82255003068;Neunkirchen (Landkreis Neckar-Odenwald-Kreis);2,3
82255003116;Schwarzach;2,3
82255004024;Fahrenbach;2,3
82255005067;Neckarzimmern;2,3
82255005074;Obrigheim;2,3
82255006010;Binau;2,3
82255007075;Osterburken, Stadt;2,3
82255007082;Rosenberg (Landkreis Neckar-Odenwald-Kreis);2,3
82255008115;Schefflenz;2,3
82255009091;Seckach;2,3
82265001081;Schönbrunn;2,3
82265002020;Eschelbronn;2,3
82265002048;Mauer;2,3
82265002086;Spechbach;2,3
82265002104;Lobbach;2,3
82265004068;Reilingen;2,3
82265006054;Mühlhausen (Landkreis Rhein-Neckar-Kreis);2,3
82265008085;Sinsheim, Stadt;2,3
82265008101;Zuzenhausen;2,3
82265008102;Angelbachtal;2,3
82265009058;Neidenstein;2,3
82265009066;Reichartshausen;2,3
