Gemeindeschlüsselnummer;Gemeindename;Durchschnittliche Wohnfläche je Wohnung (qm);Durchschnittliche Anzahl der Räume je Wohnung (qm)
82265005022;Gaiberg;123,3;5
82265006054;Mühlhausen (Landkreis Rhein-Neckar-Kreis);119,1;5
82265007029;Heiligkreuzsteinach;118,1;5
82265009017;Epfenbach;116,8;5
82265009091;Waibstadt, Stadt;115,2;5
82265010010;Dielheim;119,2;5
82355001022;Egenhausen;113,4;5
82355001066;Simmersfeld;115,3;5
82355005047;Neubulach, Stadt;113,6;5
82365003061;Sternenfels;114,2;5
82365004050;Ötisheim;111,4;5
82375003024;Empfingen;118,2;5
82375003027;Eutingen im Gäu;115,4;5
83165004049;Weisweil;117,5;5
83175001068;Lauf;120;5
83175005039;Gutach (Schwarzwaldbahn);114,3;5
83175006102;Ottenhöfen im Schwarzwald;115,6;5
83175012075;Meißenheim;119,5;5
83255001014;Dunningen;116,3;5
83255005001;Aichhalden;114,1;5
83255007060;Villingendorf;112,3;5
83265004061;Tuningen;115,1;5
83275002019;Gosheim;112,8;5
83275003018;Geisingen, Stadt;115;5
83275004010;Denkingen;116,6;5
83275006054;Wurmlingen;111,5;5
83350080080;Tengen, Stadt;118,5;5
83355006057;Mühlingen;118,2;5
83360107107;Kleines Wiesental;116,5;5
83365001104;Malsburg-Marzell;116,8;5
83365006089;Tunau;117,4;5
83375006027;Dachsberg (Südschwarzwald);123,2;5
83375007118;Weilheim;122,6;5
84155001089;Engstingen;111,2;5
84175003008;Bisingen;113,6;5
84255005093;Öpfingen;119,8;5
84255008024;Breitingen;115,9;5
84255009008;Amstetten;113,8;5
84265003120;Ummendorf (Landkreis Biberach);112,7;5
84360094094;Argenbühl;118,7;5
84365001005;Altshausen;110,9;5
84365001040;Guggenhausen;122,8;5
84365003018;Bodnegg;117,7;5
84365009096;Fronreute;119,4;5
84375006008;Bingen;114,2;5
91720130130;Saaldorf-Surheim;118,5;5
91730120120;Egling;125,8;5
91730123123;Eurasburg (Landkreis Bad Tölz-Wolfratshausen);129,1;5
91730134134;Königsdorf;121,6;5
91730137137;Münsing;133,8;5
91740113113;Bergkirchen;118,5;5
91740118118;Erdweg;118,8;5
91740141141;Röhrmoos;114,8;5
91740146146;Sulzemoos;118;5
91755114131;Oberpframmern;128,3;5
91760126126;Gaimersheim, M;112,7;5
91760129129;Großmehring;116,1;5
91760131131;Hepberg;116,8;5
91760139139;Kösching, M;115,4;5
91775120135;Pastetten;119,5;5
91775126126;Langenpreising;116,2;5
91780123123;Fahrenzhausen;120,7;5
91780136136;Kirchdorf a.d.Amper;119,5;5
91780140140;Marzling;117,3;5
91785130115;Attenkirchen;116,5;5
91785130129;Haag a.d.Amper;122,5;5
91785130157;Zolling;118,5;5
91805136119;Großweil;115,4;5
91805137133;Spatzenhausen;118,2;5
91810122122;Geltendorf;118,1;5
91810132132;Penzing;119,5;5
91815141124;Hofstetten (Landkreis Landsberg am Lech);120,6;5
91815143123;Greifenberg;124,8;5
91815144146;Windach;122,9;5
91840113113;Baierbrunn;125,8;5
91840121121;Grasbrunn;122,3;5
91870113113;Amerang;125,2;5
91870134134;Griesstätt;122,1;5
91870174174;Söchtenau;124,8;5
91880113113;Berg (Landkreis Starnberg);138;5
91895166161;Vachendorf;117;5
91900142142;Polling (Landkreis Weilheim-Schongau);121,5;5
91900144144;Raisting;117,7;5
91900159159;Wielenbach;119;5
91905176136;Obersöchering;118,8;5
91905177131;Huglfing;119,8;5
92720120120;Grafenau, St;111,1;5
92720143143;Sankt Oswald-Riedlhütte;111,3;5
92725211147;Schönberg, M;116,1;5
92735215121;Essing, M;116,7;5
92750134134;Neuhaus a.Inn;117,1;5
92750146146;Salzweg;119,7;5
92755229152;Tittling, M;114,7;5
92755232112;Aidenbach, M;118;5
92755234143;Rotthalmünster, M;115,4;5
92760113113;Arnbruck;116,8;5
92760118118;Böbrach;111,8;5
92785248151;Mitterfels, M;119,2;5
92790122122;Landau a.d.Isar, St;113,8;5
93720137137;Bad Kötzting, St;112,3;5
93720138138;Lam, M;111;5
93740124124;Grafenwöhr, St;107,3;5
93740162162;Vohenstrauß, St;109;5
93745329154;Schirmitz;119,3;5
93750117117;Barbing;115,1;5
93750175175;Nittendorf, M;117,4;5
93750213213;Zeitlarn;114,7;5
93755336210;Wörth a.d.Donau, St;114,5;5
93760147147;Neunburg vorm Wald, St;110,1;5
93760149149;Nittenau, St;114,4;5
93760170170;Teublitz, St;112;5
93765342163;Schwarzenfeld, M;110,3;5
93770157157;Waldershof, St;108,5;5
93775348129;Kemnath, St;110;5
94710111111;Altendorf (Landkreis Bamberg);112,2;5
94710117117;Bischberg;113,1;5
94710119119;Breitengüßbach;110,1;5
94710150150;Kemmern;108,7;5
94710165165;Oberhaid (Landkreis Bamberg);109,3;5
94710191191;Stegaurach;113,9;5
94710207207;Viereth-Trunstadt;114,8;5
94720119119;Bindlach;110,2;5
94720164164;Mehlmeisel;108,1;5
94720190190;Speichersdorf;112,6;5
94730175175;Weitramsdorf;109,5;5
94745427132;Gräfenberg, St;115,1;5
94750141141;Köditz;110,7;5
94750168168;Schwarzenbach a.d.Saale, St;103,2;5
94770136136;Mainleus, M;110,6;5
94770143143;Neuenmarkt;110,8;5
94775435156;Stadtsteinach, St;107;5
94775437159;Untersteinach;107,4;5
94780111111;Altenkunstadt;109,9;5
94780139139;Lichtenfels, St;106,8;5
95715502198;Schillingsfürst, St;114,6;5
95720135135;Höchstadt a.d.Aisch, St;114,7;5
95720137137;Kalchreuth;117,3;5
95720142142;Möhrendorf;117,4;5
95720164164;Weisendorf, M;115,4;5
95730133133;Wilhermsdorf, M;113,4;5
95740117117;Burgthann;118,1;5
95740139139;Leinburg;119,4;5
95740140140;Neuhaus a.d.Pegnitz, M;113,9;5
95740147147;Pommelsbrunn;113,2;5
95740150150;Reichenschwand;114;5
95745529131;Henfenfeld;116,1;5
95755519168;Uffenheim, St;109,9;5
95755521118;Diespeck;115,2;5
95760113113;Allersberg, M;115;5
95760132132;Schwanstetten, M;116,7;5
95770158158;Pappenheim, St;111,4;5
95775532111;Absberg, M;117,4;5
96710111111;Alzenau, St;116,9;5
96710112112;Bessenbach;114,4;5
96710120120;Glattbach;118,5;5
96710150150;Sailauf;111,8;5
96710156156;Waldaschaff;123,4;5
96715604135;Kleinkahl;113,5;5
96720127127;Hammelburg, St;111;5
96730117117;Bischofsheim i.d.Rhön, St;114;5
96735635161;Salz (Landkreis Rhön-Grabfeld);113,9;5
96745610129;Ebelsbach;112,8;5
96755615131;Großlangheim, M;117,4;5
96755617146;Mainstockheim;114,4;5
96755618147;Marktbreit, St;112,1;5
96755618149;Marktsteft, St;113,2;5
96760140140;Mömlingen;110,2;5
96765627135;Laudenbach (Landkreis Miltenberg);113,8;5
96770129129;Frammersbach, M;113,3;5
96770148148;Karlstadt, St;112,6;5
96775620137;Hasloch;113,7;5
96775620151;Kreuzwertheim, M;113,1;5
96775621181;Rothenfels, St;117;5
96780170170;Röthlein;114,6;5
96780174174;Schonungen;113,8;5
96795648138;Giebelstadt, M;113,7;5
96795652128;Erlabrunn;118,9;5
96795652161;Margetshöchheim;112;5
96795655141;Greußenheim;115,3;5
97720111111;Adelsried;119,5;5
97720130130;Diedorf, M;113,9;5
97735713136;Gundelfingen a.d.Donau, St;110,5;5
97745728127;Dürrlauingen;112,3;5
97765737112;Gestratz;125,9;5
97770130130;Germaringen;119;5
97775754154;Obergünzburg, M;113,7;5
97775756168;Rückholz;120,9;5
97785758115;Babenhausen, M;114,1;5
97790201201;Rain, St;113,3;5
97795721197;Oettingen i.Bay., St;107,9;5
97800112112;Altusried, M;117,9;5
146260000000;Boxberg/O.L.;96,6;5
160655000000;Clingen, Stadt;109,1;5
160660000000;Floh-Seligenthal;102;5
10515163110;Süderhastedt;129,5;5,5
10515175135;Wolmersdorf;130,8;5,5
10515178050;Hillgroven;137,4;5,5
10535308008;Behlendorf;133,6;5,5
10535323053;Hohenhorn;130,4;5,5
10535343073;Krüzen;131,8;5,5
10535358066;Klein Zecher;123,6;5,5
10545417072;Kotzenbüll;131,6;5,5
10545453013;Bondelum;133,2;5,5
10545489018;Bramstedtlund;131;5,5
10545492052;Horstedt (Kreis Nordfriesland);129,1;5,5
10545494010;Bargum;121,9;5,5
10545494045;Högel;125,4;5,5
10575755049;Lutterbek;122;5,5
10585888073;Haßmoor;130,8;5,5
10585889016;Bissee;130,6;5,5
10585889153;Sören;132,9;5,5
10585895013;Beldorf;122;5,5
10585895159;Tappendorf;130,5;5,5
10595915056;Lottorf;127,6;5,5
10595920067;Oersberg;119,5;5,5
10595949076;Schnarup-Thumby;129,7;5,5
10595952105;Böxlund;131;5,5
10595952151;Osterby (Kreis Schleswig-Flensburg);135,6;5,5
10615104053;Kollmoor;139,3;5,5
10615138008;Bekdorf;129,1;5,5
10615168011;Besdorf;131,6;5,5
10615168021;Christinenthal;130,2;5,5
10615168031;Gribbohm;120,8;5,5
10615179102;Stördorf;148,3;5,5
10615189080;Oeschebüttel;128,4;5,5
10615189117;Wulfsmoor;132,8;5,5
31515402031;Tiddische;132,7;5,5
31515403029;Steinhorst (Landkreis Gifhorn);129,4;5,5
31515404022;Ribbesbüttel;132,7;5,5
31515406001;Adenbüttel;138,3;5,5
31545402012;Jerxheim;117,8;5,5
31545404001;Bahrdorf;127,9;5,5
31545404007;Grafhorst;134,1;5,5
31550007007;Katlenburg-Lindau;124,3;5,5
31585402004;Burgdorf;127,3;5,5
31585402011;Elbe;125,1;5,5
31585403019;Heiningen (Landkreis Wolfenbüttel);117,8;5,5
31585406009;Dettum;124,8;5,5
31585407035;Winnigstedt;119,3;5,5
31590015015;Gleichen;126,5;5,5
31595404035;Waake;128,7;5,5
32515401036;Stemshorn;131,4;5,5
32515403026;Martfeld;132,5;5,5
32515403033;Schwarme;133;5,5
32520004004;Coppenbrügge, Flecken;122;5,5
32540029029;Schellerten;124;5,5
32545406013;Eime, Flecken;121,1;5,5
32555408019;Heinsen;122;5,5
32560030030;Steyerberg, Flecken;124,8;5,5
32565408033;Uchte, Flecken;122,6;5,5
32565409008;Gandesbergen;127;5,5
32565410018;Leese;124,2;5,5
32575404025;Niedernwöhren;130,3;5,5
33515402017;Langlingen;130,1;5,5
33525411025;Ihlienworth;123,4;5,5
33525411055;Wanna;122,8;5,5
33535406022;Königsmoor;126,9;5,5
33545403020;Prezelle;125;5,5
33545406011;Jameln;125,2;5,5
33545406014;Langendorf;124,8;5,5
33545407023;Trebel;134,1;5,5
33555401008;Betzendorf;132,9;5,5
33565401006;Lübberstedt;129,2;5,5
33575401009;Brockel;135;5,5
33575402033;Lauenbrück;125,4;5,5
33575403027;Hipstedt;126,1;5,5
33575406020;Hassendorf;133,8;5,5
33575406037;Reeßum;134,6;5,5
33575407055;Wilstedt;130,1;5,5
33575408013;Elsdorf;133;5,5
33575408021;Heeslingen;131,5;5,5
33585402013;Häuslingen;122,3;5,5
33595403005;Bargstedt (Landkreis Stade);127,7;5,5
33595407004;Balje;123,6;5,5
33595409016;Estorf;131,1;5,5
33595409024;Heinbockel;131;5,5
33605404016;Rätzlingen;127,1;5,5
33605407029;Wriedel;123,3;5,5
33605408013;Lüder;133,7;5,5
33605408030;Wrestedt;127,4;5,5
33610005005;Kirchlinteln;130,6;5,5
33615401002;Blender;132,5;5,5
34545401020;Heede (Landkreis Emsland);128,5;5,5
34545402012;Freren, Stadt;126,8;5,5
34545408049;Spelle;125,9;5,5
34565401002;Emlichheim;123,2;5,5
34565402014;Neuenhaus, Stadt;122,2;5,5
34575402011;Holtland;124,5;5,5
34595401007;Badbergen;128,8;5,5
34595401028;Nortrup;128,6;5,5
34595402001;Alfhausen;130,1;5,5
34600006006;Lohne (Oldenburg), Stadt;128;5,5
34600007007;Neuenkirchen-Vörden;128,9;5,5
34620005005;Friedeburg;122,6;5,5
34625401002;Dunum;119,2;5,5
34625402016;Utarp;117,3;5,5
55660024024;Horstmar, Stadt der Burgmannshöfe;122;5,5
55660052052;Metelen;122,3;5,5
57700012012;Hille;129,9;5,5
57700028028;Petershagen, Stadt;125;5,5
57740028028;Lichtenau, Stadt (Kreis Paderborn);127,1;5,5
59580016016;Eslohe (Sauerland);120,3;5,5
59660028028;Wenden;119,5;5,5
59740004004;Anröchte;124,4;5,5
59740036036;Rüthen, Stadt;122;5,5
64350027027;Sinntal;122,6;5,5
64370012012;Mossautal;127,9;5,5
64400013013;Kefenrod;129,7;5,5
65320007007;Driedorf;120,5;5,5
65320018018;Schöffengrund;125,1;5,5
65330001001;Beselich;122,6;5,5
65330008008;Hünfelden;127,2;5,5
65330015015;Villmar, Marktflecken;124,5;5,5
65330019019;Weinbach;123,1;5,5
65340001001;Amöneburg, Stadt;126,2;5,5
65340003003;Bad Endbach;118,9;5,5
65350013013;Mücke;125;5,5
65350019019;Wartenberg;122;5,5
66310014014;Hosenfeld;121;5,5
66320001001;Alheim;118,6;5,5
66320005005;Cornberg;112,7;5,5
66320007007;Hauneck;120,1;5,5
66320009009;Heringen (Werra), Stadt;114,4;5,5
66320012012;Ludwigsau;122;5,5
66320013013;Nentershausen (Landkreis Hersfeld-Rotenburg);120,4;5,5
66320014014;Neuenstein;120,6;5,5
66320015015;Niederaula, Marktgemeinde;120,2;5,5
66320017017;Ronshausen;119,1;5,5
66320020020;Wildeck;115,5;5,5
66340004004;Frielendorf, Marktflecken;118,8;5,5
66340011011;Knüllwald;121,7;5,5
66340013013;Malsfeld;122;5,5
66340023023;Schwarzenborn, Stadt;121,7;5,5
66350001001;Allendorf (Eder);122,6;5,5
66350004004;Battenberg (Eder), Stadt;122,6;5,5
66360005005;Herleshausen;119,4;5,5
66360009009;Neu-Eichenberg;117,6;5,5
66360014014;Wehretal;120;5,5
71315001018;Dorsel;126,4;5,5
71315001034;Insul;118,5;5,5
71315001062;Ohlenhard;126,6;5,5
71315001066;Quiddelbach;116;5,5
71315001069;Reifferscheid;120,7;5,5
71315001079;Trierscheid;129,4;5,5
71315004204;Galenberg;128,9;5,5
71315004205;Glees;123,9;5,5
71315004206;Hohenleimbach;131,7;5,5
71315004208;Spessart;124,6;5,5
71325003036;Friedewald (Landkreis Altenkirchen (Westerwald));114,8;5,5
71325006091;Pracht;121,4;5,5
71325008008;Birken-Honigsessen;123,8;5,5
71325008054;Hövels;117,5;5,5
71325009025;Elkenroth;122,2;5,5
71325009039;Gebhardshain;123,1;5,5
71325009071;Molzhain;126,4;5,5
71325010001;Almersbach;120,4;5,5
71325010017;Busenhausen;127;5,5
71325010052;Hilgenroth;122,3;5,5
71325010081;Obererbach (Westerwald);129,6;5,5
71325010089;Peterslahr;116,4;5,5
71325010090;Pleckhausen;133,7;5,5
71325010099;Schöneberg;124,9;5,5
71325010109;Stürzelbach;131,9;5,5
71325010201;Berod bei Hachenburg;122,6;5,5
71335001032;Fürfeld;121,2;5,5
71335001106;Volxheim;126,6;5,5
71335006088;Sankt Katharinen;132;5,5
71335006105;Traisen;131,6;5,5
71335006109;Wallhausen (Landkreis Bad Kreuznach);127,7;5,5
71335009201;Bruschied;119,8;5,5
71335010076;Odernheim am Glan;119,1;5,5
71335010116;Winterburg;127,8;5,5
71335011025;Dörrebach;121,4;5,5
71335011056;Laubenheim;125,6;5,5
71335011085;Roth;126,9;5,5
71335011110;Warmsroth;125;5,5
71335011114;Windesheim;126,6;5,5
71345002053;Meckenbach (Landkreis Birkenfeld);116;5,5
71345002063;Oberhambach;123,1;5,5
71345005039;Herrstein;114,6;5,5
71345005069;Rhaunen;120,1;5,5
71345005091;Weiden;123,5;5,5
71355002016;Brohl;133,5;5,5
71355002031;Forst (Eifel);120,5;5,5
71355002058;Masburg;121,5;5,5
71355005032;Forst (Hunsrück);116;5,5
71375002053;Kollig;127,7;5,5
71375002102;Trimbs;123,9;5,5
71375002501;Münstermaifeld, Stadt;126,3;5,5
71375003006;Arft;112,5;5,5
71375003011;Bermel;116;5,5
71375003036;Hirten;122,1;5,5
71375004093;Rieden (Landkreis Mayen-Koblenz);121,5;5,5
71375009201;Alken;119,1;5,5
71375009208;Hatzenport;118;5,5
71375009504;Lehmen;122,5;5,5
71385005014;Dürrholz;130,6;5,5
71385005040;Linkenbach;123,4;5,5
71385005074;Urbach (Landkreis Neuwied);124,8;5,5
71385009036;Kurtscheid;129,8;5,5
71385009054;Oberraden;129,8;5,5
71405004040;Gehlweiler;125,7;5,5
71405004129;Rödern;124,6;5,5
71405008011;Benzweiler;124,6;5,5
71405008166;Wüschheim;123,3;5,5
71405009005;Badenhard;125,4;5,5
71405009045;Halsenbach;126,6;5,5
71415003049;Gückingen;133,4;5,5
71415003053;Heistenbach;121,7;5,5
71415003077;Laurenburg;112,9;5,5
71415003133;Wasenbach;123,9;5,5
71415010058;Hömberg;118,1;5,5
71415010071;Kemmenau;125,5;5,5
71415010127;Schweighausen;119,8;5,5
71415010141;Zimmerschied;128,9;5,5
71415011020;Burgschwalbach;120,1;5,5
71415011093;Netzbach;129,9;5,5
71415011117;Rettert;123,5;5,5
71415011125;Schiesheim;120,7;5,5
71435001211;Bölsberg;121,9;5,5
71435001234;Hardt (Landkreis Westerwaldkreis);124,2;5,5
71435002205;Atzelgift;123,5;5,5
71435002260;Luckenbach;126,2;5,5
71435002296;Stein-Wingert;120,5;5,5
71435004020;Gackenbach;131,3;5,5
71435004026;Heilberscheid;125,3;5,5
71435004027;Heiligenroth;130,3;5,5
71435004051;Nentershausen (Landkreis Westerwaldkreis);121,9;5,5
71435004053;Niederelbert;126,8;5,5
71435004057;Oberelbert;128,3;5,5
71435004072;Stahlhofen;130,7;5,5
71435005006;Breitenau;128,9;5,5
71435005009;Deesen;129,6;5,5
71435005059;Oberhaid (Landkreis Westerwaldkreis);124,7;5,5
71435005068;Sessenbach;124,9;5,5
71435006283;Oberroßbach;124,5;5,5
71435007041;Krümmel;128,8;5,5
71435007044;Marienrachdorf;121,9;5,5
71435007075;Steinen (Landkreis Westerwaldkreis);129,6;5,5
71435007221;Ewighausen;136,8;5,5
71435008037;Hundsangen;126,5;5,5
71435008220;Ettinghausen;129,5;5,5
71435008263;Meudt;124,1;5,5
71435008266;Molsberg;124,3;5,5
71435009200;Ailertchen;120,5;5,5
71435009254;Langenhahn;120,4;5,5
71435009289;Rothenbach;122,4;5,5
71435009298;Stockum-Püschen;118;5,5
72315001012;Brauneberg;124,3;5,5
72315001056;Hochscheid;122,7;5,5
72315001092;Neumagen-Dhron;123,5;5,5
72315006019;Dhronecken;124,2;5,5
72315006042;Gräfendhron;123,1;5,5
72315006079;Malborn;121,9;5,5
72315008001;Altrich;122,6;5,5
72315008026;Eisenschmitt;114,4;5,5
72315008046;Großlittgen;126,7;5,5
72315008049;Hasborn;131;5,5
72315008065;Karl;110;5,5
72315008503;Landscheid;122,5;5,5
72315009072;Kröv;121,4;5,5
72315009110;Reil;121,9;5,5
72315009120;Starkenburg;123,3;5,5
72325001254;Lambertsberg;121,6;5,5
72325006223;Fleringen;119,5;5,5
72325006238;Heisdorf;124,1;5,5
72325006302;Roth bei Prüm;117,4;5,5
72325006321;Wawern (Landkreis Eifelkreis Bitburg-Prüm);118,6;5,5
72325008015;Biersdorf am See;126,6;5,5
72325008034;Eßlingen;134,6;5,5
72325008098;Oberweiler;135,8;5,5
72325008228;Gransdorf;127,5;5,5
72335001014;Darscheid;126;5,5
72335001031;Hörscheid;123,5;5,5
72335001081;Weidenbach (Landkreis Vulkaneifel);116,6;5,5
72335001084;Winkel (Eifel);109,4;5,5
72335004212;Gelenberg;120,9;5,5
72335006023;Feusdorf;127;5,5
72335006033;Hohenfels-Essingen;120,2;5,5
72335006080;Walsdorf;123,7;5,5
72335006223;Kopp;122;5,5
72355003096;Oberbillig;122;5,5
72355004046;Hinzenburg;114,3;5,5
72355004090;Morscheid;125,7;5,5
72355006207;Trittenheim;128;5,5
72355007048;Hockweiler;127,5;5,5
72355007501;Welschbillig;123,5;5,5
72355008025;Fisch;136,3;5,5
72355008104;Palzem;139,3;5,5
72355008136;Trassem;124,3;5,5
72355008152;Zerf;124,8;5,5
73315001001;Albig;124,8;5,5
73315001010;Biebelnheim;128,5;5,5
73315001022;Esselborn;134,1;5,5
73315003047;Mörstadt;129,9;5,5
73315005035;Gumbsheim;134;5,5
73315005075;Wonsheim;126,7;5,5
73315006065;Vendersheim;128,2;5,5
73315007009;Bermersheim;132,8;5,5
73315007036;Gundersheim;126,4;5,5
73325002005;Bobenheim am Berg;136,5;5,5
73325002049;Weisenheim am Berg;136,9;5,5
73325005016;Esthal;119,2;5,5
73325007047;Wattenheim;128,4;5,5
73335003012;Bubenheim (Landkreis Donnersbergkreis);128,7;5,5
73335004031;Ilbesheim;123,5;5,5
73335004047;Morschheim;123,8;5,5
73335006030;Höringen;127,9;5,5
73335006033;Imsbach;126,4;5,5
73335006069;Schweisweiler;123,5;5,5
73335006071;Sippersfeld;125,4;5,5
73335006075;Steinbach am Donnersberg;129,6;5,5
73335007023;Gaugrehweiler;120,5;5,5
73335007043;Mannweiler-Cölln;121,5;5,5
73335007079;Waldgrehweiler;115,5;5,5
73335007203;Seelen;116,9;5,5
73345002027;Scheibenhardt;130,3;5,5
73345004030;Steinweiler;131;5,5
73345005028;Schwegenheim;129,6;5,5
73355001003;Bruchmühlbach-Miesau;127,6;5,5
73355002007;Fischbach;128,1;5,5
73355009024;Mackenbach;142,7;5,5
73355010041;Schallodenbach;123,1;5,5
73355011012;Hauptstuhl;132,9;5,5
73355011018;Kindsbach;127,7;5,5
73355011031;Oberarnbach;139,6;5,5
73355011204;Schopp;127;5,5
73365009011;Brücken (Pfalz);125,8;5,5
73365010003;Altenglan;122,2;5,5
73375001033;Gossersweiler-Stein;122,2;5,5
73375002058;Oberhausen (Landkreis Südliche Weinstraße);128,3;5,5
73375002072;Schweighofen;135;5,5
73375003025;Flemlingen;123,5;5,5
73375003035;Großfischlingen;132,2;5,5
73375003036;Hainfeld;131,5;5,5
73375004039;Herxheimweyher;135,9;5,5
73375005026;Frankweiler;129,3;5,5
73375005031;Göcklingen;125,2;5,5
73395001044;Oberdiebach;121;5,5
73395003008;Bubenheim (Landkreis Mainz-Bingen);125,7;5,5
73395007013;Dolgesheim;126,5;5,5
73395007018;Friesenheim (Landkreis Mainz-Bingen);128,8;5,5
73395007201;Dorn-Dürkheim;126,8;5,5
73395008065;Welgesheim;127;5,5
73405001002;Busenberg;127,1;5,5
73405002005;Darstein;129;5,5
73405002020;Hinterweidenthal;122,2;5,5
73405002030;Lug;124,2;5,5
73405002057;Wilgartswiesen;119,9;5,5
73405004007;Donsieders;126,4;5,5
73405008208;Dietrichingen;126;5,5
73405008212;Käshofen;129,5;5,5
73405008213;Kleinbundenbach;125,9;5,5
73405009024;Höhfröschen;129,8;5,5
73405009035;Nünschweiler;121,7;5,5
73405009037;Petersberg;122;5,5
73405009222;Rieschweiler-Mühlbach;119,9;5,5
81265002056;Mulfingen;125;5,5
81270008008;Blaufelden;121,6;5,5
81350010010;Dischingen;121;5,5
81365003003;Adelmannsfelden;125,1;5,5
81365009071;Tannhausen;127;5,5
82250060060;Mudau;122,6;5,5
82255007082;Rosenberg (Landkreis Neckar-Odenwald-Kreis);125,3;5,5
82255007114;Ravenstein, Stadt;127,4;5,5
83275002009;Deilingen;123,5;5,5
83275002013;Egesheim;116,3;5,5
83365006025;Fröhnd;125,4;5,5
84175006015;Dormettingen;124;5,5
84175006078;Zimmern unter der Burg;123,4;5,5
84255008062;Holzkirch;119,6;5,5
84255010124;Unterstadion;130,2;5,5
84265001036;Dürnau (Landkreis Biberach);127,8;5,5
84265001118;Tiefenbach (Landkreis Biberach);122,7;5,5
84265003071;Maselheim;125,7;5,5
84265006113;Steinhausen an der Rottum;124,5;5,5
84265006135;Gutenzell-Hürbel;125,7;5,5
84265007035;Dürmentingen;124,9;5,5
84265007067;Langenenslingen;125,6;5,5
84265007124;Uttenweiler;125,8;5,5
84365001047;Hoßkirch;131,1;5,5
84375003123;Sauldorf;125,6;5,5
91715103130;Stammham (Landkreis Altötting);124;5,5
91755112119;Frauenneuharting;133,3;5,5
91760121121;Dollnstein, M;127,4;5,5
91760166166;Wellheim, M;125,8;5,5
91770137137;Sankt Wolfgang;131,2;5,5
91795131137;Mittelstetten;131,6;5,5
91815140134;Prittriching;128,1;5,5
91835145120;Heldenstein;135,5;5,5
91840144144;Straßlach-Dingharting;150,4;5,5
